stage,target_name,target_path,render_seed,seed_role,candidate_index,prompt_id,prompt_source,prompt,negative_prompt,clip_model,clip_iisim,lpips_alex,pixel_mse_01,pixel_rmse_01,pixel_ssim_01,color_hist_sim,edge_rmse,edge_sim,layout_sim,visual_specific_score,model_id,num_inference_steps,guidance_scale,original_inference_steps,width,height,clip_norm,lpips_norm,rmse_norm,ssim_norm,color_norm,edge_norm,layout_norm,combined_score,is_pareto,pareto_rank,selection_score
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,72,9338_ronda_11_token_compression_dragon_short_dense_072,ronda_11_token_compression_dragon_short_dense,"dragon hamster, orange face, teal oval belly, rainbow quills, clawed paws",,openai/clip-vit-large-patch14,0.7559859156608582,0.5969809889793396,0.015195352025330067,0.1232694285917237,0.6237118457652454,0.8500903094256366,0.05512355974766596,0.9448764402523341,0.9607894499826015,0.9054052833263736,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5887715838851094,0.8893791183447113,0.8591503411282679,0.8007929337486724,0.9432945434371987,0.8084904356381685,0.6599629537720585,0.8066472180697903,False,1,0.8066472180697903
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,115,9338_ronda_11_token_compression_dragon_short_dense_115,ronda_11_token_compression_dragon_short_dense,"quilled dragon hamster, upright body, orange face, turquoise belly, rainbow spines, storybook painting",,openai/clip-vit-large-patch14,0.7676894664764404,0.6566433906555176,0.012394843623042107,0.11133213203312917,0.6368619089479128,0.8324731897424767,0.052117407600019275,0.9478825923999807,0.9815499290317792,0.9026818285304636,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6383337472916023,0.6241812324691748,1.0,0.8410548025553465,0.9021186944404082,0.8626836274877141,0.8684701017055371,0.7719469974748604,True,0,0.8019469974748604
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,62,9338_ronda_11_token_compression_dragon_short_dense_062,ronda_11_token_compression_dragon_short_dense,"dragon hamster, orange face, blue green belly, orange teal quills, tiny paws",,openai/clip-vit-large-patch14,0.8026232719421387,0.6177188158035278,0.01676677167415619,0.1294865694740431,0.5648139931341273,0.7851093433521412,0.0517918569232724,0.9482081430767276,0.9633203007789382,0.8778361147411058,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.7862713264232593,0.7971999958669179,0.7857935163117042,0.6204639434853813,0.7914169099290687,0.8685524689219392,0.6853814655578079,0.7758773815028474,False,1,0.7758773815028474
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,71,9338_ronda_11_token_compression_dragon_short_dense_071,ronda_11_token_compression_dragon_short_dense,"dragon hamster, orange face, teal oval belly, rainbow quills, small paws",,openai/clip-vit-large-patch14,0.7492334842681885,0.6098117232322693,0.016974693164229393,0.13028696467501802,0.5933592495335706,0.8253365975839121,0.04896258675372429,0.9510374132462757,0.9707837811706425,0.8984213197830854,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.5601764068018392,0.8323468249319168,0.7763495529765787,0.7078616504197544,0.8854385988085648,0.9195569336202893,0.7603406708076187,0.7714878371160467,False,1,0.7714878371160467
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,226,9338_ronda_11_token_compression_dragon_short_dense_226,ronda_11_token_compression_dragon_short_dense,"dragon hamster, warm orange head, turquoise belly, rainbow bristles, small paws",,openai/clip-vit-large-patch14,0.7614493370056152,0.6097906231880188,0.019225195050239563,0.13865494960598976,0.5894339102779779,0.824453283239294,0.048440637890634554,0.9515593621093654,0.9667138425154058,0.8973925226990415,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6119080649167338,0.832440614101811,0.6776146495429713,0.6958433435922504,0.8833740605228051,0.9289663292475928,0.7194643837403786,0.7672831157391864,False,1,0.7672831157391864
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,12,9338_ronda_11_token_compression_dragon_short_dense_012,ronda_11_token_compression_dragon_short_dense,"dragon hamster, orange face, teal belly, rainbow quills, clawed paws",,openai/clip-vit-large-patch14,0.7342121005058289,0.6023268103599548,0.01647282764315605,0.12834651395015,0.6124438697299543,0.8365648057725693,0.05752885642503926,0.9424711435749608,0.9592572189060353,0.8981705066300996,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.49656389395398803,0.8656170757755557,0.7992451743857902,0.7662934970123076,0.9116818788223015,0.7651291226074852,0.6445740443450134,0.7611837544989715,False,1,0.7611837544989715
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,42,9338_ronda_11_token_compression_dragon_short_dense_042,ronda_11_token_compression_dragon_short_dense,"dragon hamster, orange face, turquoise belly, orange teal quills, tiny paws",,openai/clip-vit-large-patch14,0.7769879698753357,0.6154542565345764,0.017308877781033516,0.13156320831080973,0.5676601509734244,0.7766424108434608,0.05272773859863328,0.9472722614013667,0.9803073615848835,0.8770958486870123,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6777110228000137,0.8072659052787671,0.7612909942940385,0.6291780942797216,0.771627458491289,0.851680929262506,0.8559904188497862,0.7587605847160354,False,1,0.7587605847160354
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,69,9338_ronda_11_token_compression_dragon_short_dense_069,ronda_11_token_compression_dragon_short_dense,"dragon hamster, orange face, teal oval belly, rainbow quills, tiny claws",,openai/clip-vit-large-patch14,0.7616802453994751,0.6221907734870911,0.017166288569569588,0.13102018382512515,0.600943172571321,0.8112052634910301,0.04910769298751573,0.9508923070124843,0.9599980570900806,0.8898542874433492,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.612885915120381,0.7773222556136394,0.7676982082886178,0.7310815323430809,0.8524099488818735,0.916941041416504,0.6520146268320351,0.7569703697150245,False,1,0.7569703697150245
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,256,9338_ronda_11_token_compression_dragon_short_dense_256,ronda_11_token_compression_dragon_short_dense,"orange teal dragon hamster, orange snout, teal oval belly, orange teal quills, small paws, storybook painting",,openai/clip-vit-large-patch14,0.8371554613113403,0.6566382050514221,0.018742816522717476,0.13690440651314872,0.6063404807897237,0.6850958930121527,0.05122022755841198,0.9487797724415881,0.9658239449582884,0.8335308612016823,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.9325081428620469,0.6242042823499114,0.6982695269900268,0.7476066024039559,0.5576591332373491,0.8788574762253676,0.7105267286338662,0.7236808017195356,True,0,0.7536808017195357
stage1_fixed_seed,9338.png,C:\Users\tugap\Desktop\Universidade\Masters2ºAno\IAG\Projeto 2\TP2-students\students\tp2-chosen\9338.png,9338,fixed,18,9338_ronda_11_token_compression_dragon_short_dense_018,ronda_11_token_compression_dragon_short_dense,"dragon hamster, orange face, teal belly, rainbow bristles, tiny paws",,openai/clip-vit-large-patch14,0.7783602476119995,0.6313287019729614,0.019084258005023003,0.13814578533210126,0.5827979518192474,0.7863407841435185,0.045342695209642486,0.9546573047903575,0.9761880436468681,0.883221018270582,SimianLuo/LCM_Dreamshaper_v7,8,8.0,50,768,768,0.6835223406210181,0.7367043916381391,0.6836223426529524,0.6755258679147117,0.7942951114163815,0.9848142683418691,0.8146181926765735,0.7490203773039259,False,1,0.7490203773039259
